Message_id,Day_of_week,Date,Sender,Subject,Body
171,Tuesday,07/02/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #280 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Pandora.

Given an undirected graph, determine if it contains a cycle.

"
172,Monday,07/01/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #279 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Twitter.

A classroom consists of N students, whose friendships can be represented in an
adjacency list. For example, the following descibes a situation where 0 is
friends with 1 and 2, 3 is friends with 6, and so on.

{0: [1, 2],
 1: [0, 5],
 2: [0],
 3: [6],
 4: [],
 5: [1],
 6: [3]} 


Each student can be placed in a friend group, which can be defined as the
transitive closure of that student's friendship relations. In other words, this
is the smallest set such that no student in the group has any friends outside
this group. For the example above, the friend groups would be {0, 1, 2, 5}, {3,
6}, {4}.

Given a friendship list such as the one above, determine the number of friend
groups in the class.

"
173,Sunday,06/30/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #278 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Amazon.

Given an integer N, construct all possible binary search trees with N nodes.

"
174,Saturday,06/29/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #277 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

UTF-8 is a character encoding that maps each symbol to one, two, three, or four
bytes.

For example, the Euro sign, €, corresponds to the three bytes 11100010 10000010
10101100. The rules for mapping characters are as follows:

 * For a single-byte character, the first bit must be zero.
 * For an n-byte character, the first byte starts with n ones and a zero. The
   other n - 1 bytes all start with 10.

Visually, this can be represented as follows.

 Bytes   |           Byte format"
175,Friday,06/28/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #276 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Dropbox.

Implement an efficient string matching algorithm.

That is, given a string of length N and a pattern of length k, write a program
that searches for the pattern in the string with less than O(N * k) worst-case
time complexity.

If the pattern is found, return the start index of its location. If not, return 
False.

"
176,Thursday,06/27/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #275 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Epic.

The ""look and say"" sequence is defined as follows: beginning with the term 1,
each subsequent term visually describes the digits appearing in the previous
term. The first few terms are as follows:

1
11
21
1211
111221


As an example, the fourth term is 1211, since the third term consists of one 2 
and one 1.

Given an integer N, print the Nth term of this sequence.

"
177,Wednesday,06/26/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #274 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Given a string consisting of parentheses, single digits, and positive and
negative signs, convert the string into a mathematical expression to obtain the
answer.

Don't use eval or a similar built-in parser.

For example, given '-1 + (2 + 3)', you should return 4.

"
178,Tuesday,06/25/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #273 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Apple.

A fixed point in an array is an element whose value is equal to its index. Given
a sorted array of distinct elements, return a fixed point, if one exists.
Otherwise, return False. 

For example, given [-6, 0, 2, 40], you should return 2. Given [1, 5, 7, 8], you
should return False.

"
179,Monday,06/24/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #272 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Spotify.

Write a function, throw_dice(N, faces, total), that determines how many ways it
is possible to throw N dice with some number of faces each to get a specific
total.

For example, throw_dice(3, 6, 7) should equal 15.

"
180,Sunday,06/23/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #271 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Netflix.

Given a sorted list of integers of length N, determine if an element x is in the
list without performing any multiplication, division, or bit-shift operations.

Do this in O(log N) time.

"
181,Saturday,06/22/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #270 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Twitter.

A network consists of nodes labeled 0 to N. You are given a list of edges (a, b,
t), describing the time t it takes for a message to be sent from node a to node 
b. Whenever a node receives a message, it immediately passes the message on to a
neighboring node, if possible.

Assuming all nodes are connected, determine how long it will take for every node
to receive a message that begins at node 0. 

For example, given N = 5, and the following edges:

edges = [
    (0, 1, 5),
    (0, 2, 3),
    (0, 5, 4),
    (1, 3, 8),
    (2, 3, 1),
    (3, 5, 10),
    (3, 4, 5)
]


You should return 9, because propagating the message from 0 -> 2 -> 3 -> 4 will
take that much time.

"
182,Friday,06/21/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #269 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Microsoft.

You are given an string representing the initial conditions of some dominoes.
Each element can take one of three values:

 * L, meaning the domino has just been pushed to the left,
 * R, meaning the domino has just been pushed to the right, or
 * ., meaning the domino is standing still.

Determine the orientation of each tile when the dominoes stop falling. Note that
if a domino receives a force from the left and right side simultaneously, it
will remain upright.

For example, given the string .L.R....L, you should return LL.RRRLLL.

Given the string ..R...L.L, you should return ..RR.LLLL.

"
183,Thursday,06/20/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #268 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Indeed.

Given a 32-bit positive integer N, determine whether it is a power of four in
faster than O(log N) time.

"
184,Wednesday,06/19/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #267 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Oracle.

You are presented with an 8 by 8 matrix representing the positions of pieces on
a chess board. The only pieces on the board are the black king and various white
pieces. Given this matrix, determine whether the king is in check.

For details on how each piece moves, see here
[https://en.wikipedia.org/wiki/Chess_piece#Moves_of_the_pieces].

For example, given the following matrix:

...K....
........
.B......
......P.
.......R
..N.....
........
.....Q..


You should return True, since the bishop is attacking the king diagonally.

"
185,Tuesday,06/18/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #266 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Pivotal.

A step word is formed by taking a given word, adding a letter, and anagramming
the result. For example, starting with the word ""APPLE"", you can add an ""A"" and
anagram to get ""APPEAL"".

Given a dictionary of words and an input word, create a function that returns
all valid step words.

"
186,Monday,06/17/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #265 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Atlassian.

MegaCorp wants to give bonuses to its employees based on how many lines of codes
they have written. They would like to give the smallest positive amount to each
worker consistent with the constraint that if a developer has written more lines
of code than their neighbor, they should receive more money.

Given an array representing a line of seats of employees at MegaCorp, determine
how much each one should get paid.

For example, given [10, 40, 200, 1000, 60, 30], you should return [1, 2, 3, 4,
2, 1].

"
187,Sunday,06/16/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #264 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by LinkedIn.

Given a set of characters C and an integer k, a De Bruijn sequence is a cyclic
sequence in which every possible k-length string of characters in C occurs
exactly once.

For example, suppose C = {0, 1} and k = 3. Then our sequence should contain the
substrings {'000', '001', '010', '011', '100', '101', '110', '111'}, and one
possible solution would be 00010111.

Create an algorithm that finds a De Bruijn sequence.

"
188,Saturday,06/15/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #263 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Nest.

Create a basic sentence checker that takes in a stream of characters and
determines whether they form valid sentences. If a sentence is valid, the
program should print it out.

We can consider a sentence valid if it conforms to the following rules:

 1. The sentence must start with a capital letter, followed by a lowercase
    letter or a space.
 2. All other characters must be lowercase letters, separators (,,;,:) or
    terminal marks (.,?,!,‽).
 3. There must be a single space between each word.
 4. The sentence must end with a terminal mark immediately following a word.

"
189,Friday,06/14/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #262 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Mozilla.

A bridge in a connected (undirected) graph is an edge that, if removed, causes
the graph to become disconnected. Find all the bridges in a graph.

"
190,Thursday,06/13/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #261 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Amazon.

Huffman coding is a method of encoding characters based on their frequency. Each
letter is assigned a variable-length binary string, such as 0101 or 111110,
where shorter lengths correspond to more common letters. To accomplish this, a
binary tree is built such that the path from the root to any leaf uniquely maps
to a character. When traversing the path, descending to a left child corresponds
to a 0 in the prefix, while descending right corresponds to 1.

Here is an example tree (note that only the leaf nodes have letters):

        *
      /   \
    *       *
   / \     / \
  *   a   t   *
 /             \
c               s


With this encoding, cats would be represented as 0000110111.

Given a dictionary of character frequencies, build a Huffman tree, and use it to
determine a mapping between characters and their encoded binary strings.

"
191,Wednesday,06/12/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #260 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Pinterest.

The sequence [0, 1, ..., N] has been jumbled, and the only clue you have for its
order is an array representing whether each number is larger or smaller than the
last. Given this information, reconstruct an array that is consistent with it.
For example, given [None, +, +, -, +], you could return [1, 2, 3, 0, 4].

"
192,Tuesday,06/11/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #259 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Two Sigma.

Ghost is a two-person word game where players alternate appending letters to a
word. The first person who spells out a word, or creates a prefix for which
there is no possible continuation, loses. Here is a sample game:

 * Player 1: g
 * Player 2: h
 * Player 1: o
 * Player 2: s
 * Player 1: t [loses]

Given a dictionary of words, determine the letters the first player should start
with, such that with optimal play they cannot lose.

For example, if the dictionary is [""cat"", ""calf"", ""dog"", ""bear""], the only
winning start letter would be b.

"
193,Monday,06/10/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #258 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Morgan Stanley.

In Ancient Greece, it was common to write text with the first line going left to
right, the second line going right to left, and continuing to go back and forth.
This style was called ""boustrophedon"".

Given a binary tree, write an algorithm to print the nodes in boustrophedon
order.

For example, given the following tree:

       1
    /     \
  2         3
 / \       / \
4   5     6   7


You should return [1, 3, 2, 4, 5, 6, 7].

"
194,Sunday,06/09/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #257 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by WhatsApp.

Given an array of integers out of order, determine the bounds of the smallest
window that must be sorted in order for the entire array to be sorted. For
example, given [3, 7, 5, 6, 9], you should return (1, 3).

"
195,Saturday,06/08/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #256 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Fitbit.

Given a linked list, rearrange the node values such that they appear in
alternating low -> high -> low -> high ... form. For example, given 1 -> 2 -> 3
-> 4 -> 5, you should return 1 -> 3 -> 2 -> 5 -> 4.

"
196,Friday,06/07/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #255 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Microsoft.

The transitive closure of a graph is a measure of which vertices are reachable
from other vertices. It can be represented as a matrix M, where M[i][j] == 1 if
there is a path between vertices i and j, and otherwise 0.

For example, suppose we are given the following graph in adjacency list form:

graph = [
    [0, 1, 3],
    [1, 2],
    [2],
    [3]
]


The transitive closure of this graph would be:

[1, 1, 1, 1]
[0, 1, 1, 0]
[0, 0, 1, 0]
[0, 0, 0, 1]


Given a graph, find its transitive closure.

"
197,Thursday,06/06/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #254 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Yahoo.

Recall that a full binary tree is one in which each node is either a leaf node,
or has two children. Given a binary tree, convert it to a full one by removing
nodes with only one child.

For example, given the following tree:

         0
      /     \
    1         2
  /            \
3                 4
  \             /   \
    5          6     7


You should convert it to:

     0
  /     \
5         4
        /   \
       6     7


"
198,Wednesday,06/05/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #253 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by PayPal.

Given a string and a number of lines k, print the string in zigzag form. In
zigzag, characters are printed out diagonally from top left to bottom right
until reaching the kth line, then back up to top right, and so on. 

For example, given the sentence ""thisisazigzag"" and k = 4, you should print:

t     a     g
 h   s z   a
  i i   i z
   s     g


"
199,Tuesday,06/04/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #252 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Palantir.

The ancient Egyptians used to express fractions as a sum of several terms where
each numerator is one. For example, 4 / 13 can be represented as 1 / 4 + 1 / 18
+ 1 / 468.

Create an algorithm to turn an ordinary fraction a / b, where a < b, into an
Egyptian fraction.

"
200,Monday,06/03/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #251 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Amazon.

Given an array of a million integers between zero and a billion, out of order,
how can you efficiently sort it? Assume that you cannot store an array of a
billion elements in memory.

"
201,Sunday,06/02/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #250 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

A cryptarithmetic puzzle is a mathematical game where the digits of some numbers
are represented by letters. Each letter represents a unique digit.

For example, a puzzle of the form:

  SEND
+ MORE"
202,Saturday,06/01/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #249 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Salesforce.

Given an array of integers, find the maximum XOR of any two elements.

"
203,Friday,05/31/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #248 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Nvidia.

Find the maximum of two numbers without using any if-else statements, branching,
or direct comparisons.

"
204,Thursday,05/30/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #247 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by PayPal.

Given a binary tree, determine whether or not it is height-balanced. A
height-balanced binary tree can be defined as one in which the heights of the
two subtrees of any node never differ by more than one.

"
205,Wednesday,05/29/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #246 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Dropbox.

Given a list of words, determine whether the words can be chained to form a
circle. A word X can be placed in front of another word Y in a circle if the
last character of X is same as the first character of Y.

For example, the words ['chair', 'height', 'racket', touch', 'tunic'] can form
the following circle: chair --> racket --> touch --> height --> tunic --> chair.

"
206,Tuesday,05/28/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #245 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Yelp.

You are given an array of integers, where each element represents the maximum
number of steps that can be jumped going forward from that element. Write a
function to return the minimum number of jumps you must take in order to get
from the start to the end of the array.

For example, given [6, 2, 4, 0, 5, 1, 1, 4, 2, 9], you should return 2, as the
optimal solution involves jumping from 6 to 5, and then from 5 to 9.

"
207,Monday,05/27/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #244 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Square.

The Sieve of Eratosthenes is an algorithm used to generate all prime numbers
smaller than N. The method is to take increasingly larger prime numbers, and
mark their multiples as composite. 

For example, to find all primes less than 100, we would first mark [4, 6, 8,
...] (multiples of two), then [6, 9, 12, ...] (multiples of three), and so on.
Once we have done this for all primes less than N, the unmarked numbers that
remain will be prime.

Implement this algorithm.

Bonus: Create a generator that produces primes indefinitely (that is, without
taking N as an input).

"
208,Sunday,05/26/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #243 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Etsy.

Given an array of numbers N and an integer k, your task is to split N into k 
partitions such that the maximum sum of any partition is minimized. Return this
sum.

For example, given N = [5, 1, 2, 7, 3, 4] and k = 3, you should return 8, since
the optimal partition is [5, 1, 2], [7], [3, 4].

"
209,Saturday,05/25/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #242 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Twitter.

You are given an array of length 24, where each element represents the number of
new subscribers during the corresponding hour. Implement a data structure that
efficiently supports the following:

 * update(hour: int, value: int): Increment the element at index hour by value.
 * query(start: int, end: int): Retrieve the number of subscribers that have
   signed up between start and end (inclusive).

You can assume that all values get cleared at the end of the day, and that you
will not be asked for start and end values that wrap around midnight.

"
210,Friday,05/24/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #241 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Palantir.

In academia, the h-index is a metric used to calculate the impact of a
researcher's papers. It is calculated as follows:

A researcher has index h if at least h of her N papers have h citations each. If
there are multiple h satisfying this formula, the maximum is chosen.

For example, suppose N = 5, and the respective citations of each paper are [4,
3, 0, 1, 5]. Then the h-index would be 3, since the researcher has 3 papers with
at least 3 citations.

Given a list of paper citations of a researcher, calculate their h-index.

"
211,Thursday,05/23/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #240 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Spotify.

There are N couples sitting in a row of length 2 * N. They are currently ordered
randomly, but would like to rearrange themselves so that each couple's partners
can sit side by side.

What is the minimum number of swaps necessary for this to happen?

"
212,Wednesday,05/22/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #239 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Uber.

One way to unlock an Android phone is through a pattern of swipes across a 1-9 
keypad.

For a pattern to be valid, it must satisfy the following:

 * All of its keys must be distinct.
 * It must not connect two keys by jumping over a third key, unless that key has
   already been used.

For example, 4 - 2 - 1 - 7 is a valid pattern, whereas 2 - 1 - 7 is not.

Find the total number of valid unlock patterns of length N, where 1 <= N <= 9.

"
213,Tuesday,05/21/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #238 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by MIT.

Blackjack [https://en.wikipedia.org/wiki/Blackjack] is a two player card game
whose rules are as follows:

 * The player and then the dealer are each given two cards.
 * The player can then ""hit"", or ask for arbitrarily many additional cards, so
   long as their total does not exceed 21.
 * The dealer must then hit if their total is 16 or lower, otherwise pass.
 * Finally, the two compare totals, and the one with the greatest sum not
   exceeding 21 is the winner.

For this problem, cards values are counted as follows: each card between 2 and 
10 counts as their face value, face cards count as 10, and aces count as 1.

Given perfect knowledge of the sequence of cards in the deck, implement a
blackjack solver that maximizes the player's score (that is, wins minus losses).

"
214,Monday,05/20/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #237 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Amazon.

A tree is symmetric if its data and shape remain unchanged when it is reflected
about the root node. The following tree is an example:

        4
      / | \
    3   5   3
  /           \
9              9


Given a k-ary tree, determine whether it is symmetric.

"
215,Sunday,05/19/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #236 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Nvidia.

You are given a list of N points (x1, y1), (x2, y2), ..., (xN, yN) representing
a polygon. You can assume these points are given in order; that is, you can
construct the polygon by connecting point 1 to point 2, point 2 to point 3, and
so on, finally looping around to connect point N to point 1.

Determine if a new point p lies inside this polygon. (If p is on the boundary of
the polygon, you should return False).

"
216,Saturday,05/18/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #235 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Given an array of numbers of length N, find both the minimum and maximum using
less than 2 * (N - 2) comparisons.

"
217,Friday,05/17/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #234 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Microsoft.

Recall that the minimum spanning tree is the subset of edges of a tree that
connect all its vertices with the smallest possible total edge weight. Given an
undirected graph with weighted edges, compute the maximum weight spanning tree.

"
218,Thursday,05/16/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #233 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Apple.

Implement the function fib(n), which returns the nth number in the Fibonacci
sequence, using only O(1) space.

"
219,Wednesday,05/15/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #232 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Google.

Implement a PrefixMapSum class with the following methods:

 * insert(key: str, value: int): Set a given key's value in the map. If the key
   already exists, overwrite the value.
 * sum(prefix: str): Return the sum of all values of keys that begin with a
   given prefix.

For example, you should be able to run the following code:

mapsum.insert(""columnar"", 3)
assert mapsum.sum(""col"") == 3

mapsum.insert(""column"", 2)
assert mapsum.sum(""col"") == 5


"
220,Tuesday,05/14/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #231 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by IBM.

Given a string with repeated characters, rearrange the string so that no two
adjacent characters are the same. If this is not possible, return None.

For example, given ""aaabbc"", you could return ""ababac"". Given ""aaab"", return 
None.

"
221,Monday,05/13/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #230 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Goldman Sachs.

You are given N identical eggs and access to a building with k floors. Your task
is to find the lowest floor that will cause an egg to break, if dropped from
that floor. Once an egg breaks, it cannot be dropped again. If an egg breaks
when dropped from the xth floor, you can assume it will also break when dropped
from any floor greater than x.

Write an algorithm that finds the minimum number of trial drops it will take, in
the worst case, to identify this floor.

For example, if N = 1 and k = 5, we will need to try dropping the egg at every
floor, beginning with the first, until we reach the fifth floor, so our solution
will be 5.

"
222,Sunday,05/12/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #229 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Flipkart.

Snakes and Ladders [https://en.wikipedia.org/wiki/Snakes_and_Ladders] is a game
played on a 10 x 10 board, the goal of which is get from square 1 to square 100.
On each turn players will roll a six-sided die and move forward a number of
spaces equal to the result. If they land on a square that represents a snake or
ladder, they will be transported ahead or behind, respectively, to a new square.

Find the smallest number of turns it takes to play snakes and ladders.

For convenience, here are the squares representing snakes and ladders, and their
outcomes:

snakes = {16: 6, 48: 26, 49: 11, 56: 53, 62: 19, 64: 60, 87: 24, 93: 73, 95: 75, 98: 78}
ladders = {1: 38, 4: 14, 9: 31, 21: 42, 28: 84, 36: 44, 51: 67, 71: 91, 80: 100}


"
223,Saturday,05/11/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #228 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Twitter.

Given a list of numbers, create an algorithm that arranges them in order to form
the largest possible integer. For example, given [10, 7, 76, 415], you should
return 77641510.

"
224,Friday,05/10/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #227 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Facebook.

Boggle is a game played on a 4 x 4 grid of letters. The goal is to find as many
words as possible that can be formed by a sequence of adjacent letters in the
grid, using each cell at most once. Given a game board and a dictionary of valid
words, implement a Boggle solver.

"
225,Thursday,05/09/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #226 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Airbnb.

You come across a dictionary of sorted words in a language you've never seen
before. Write a program that returns the correct order of letters in this
language.

For example, given ['xww', 'wxyz', 'wxyw', 'ywx', 'ywz'], you should return 
['x', 'z', 'w', 'y'].

"
226,Wednesday,05/08/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #225 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Bloomberg.

There are N prisoners standing in a circle, waiting to be executed. The
executions are carried out starting with the kth person, and removing every
successive kth person going clockwise until there is no one left.

Given N and k, write an algorithm to determine where a prisoner should stand in
order to be the last survivor.

For example, if N = 5 and k = 2, the order of executions would be [2, 4, 1, 5,
3], so you should return 3.

Bonus: Find an O(log N) solution if k = 2.

"
227,Tuesday,05/07/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #224 [Easy] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Amazon.

Given a sorted array, find the smallest positive integer that is not the sum of
a subset of the array.

For example, for the input [1, 2, 3, 10], you should return 7.

Do this in O(N) time.

"
228,Monday,05/06/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #223 [Hard] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Palantir.

Typically, an implementation of in-order traversal of a binary tree has O(h) 
space complexity, where h is the height of the tree. Write a program to compute
the in-order traversal of a binary tree using O(1) space.

"
229,Sunday,05/05/2019,Daily Coding Problem <founders@dailycodingproblem.com>,Daily Coding Problem: Problem #222 [Medium] ,"*Coding Challenge* 

Good morning! Here's your coding interview problem for today.

This problem was asked by Quora.

Given an absolute pathname that may have . or .. as part of it, return the
shortest standardized path.

For example, given ""/usr/bin/../bin/./scripts/../"", return ""/usr/bin/"".

"
